review_id,viewer_id,movie_id,rating,review_text,sentiment,review_date
REV1248,VWR0034,MOV048,1,Waste of time.,Negative,2025-10-19
REV1249,VWR1402,MOV043,2,Waste of time.,Negative,2025-02-22
REV1250,VWR1030,MOV035,4,Incredible visual effects.,Positive,2025-09-19
REV1251,VWR0903,MOV033,5,An absolute masterpiece.,Positive,2025-02-14
REV1252,VWR1471,MOV019,5,Will definitely watch again.,Positive,2025-04-27
REV1253,VWR1365,MOV035,3,"Nothing special, but not bad.",Neutral,2025-10-07
REV1254,VWR1056,MOV013,2,Waste of time.,Negative,2025-09-09
REV1255,VWR0450,MOV024,3,Decent watch for a Sunday afternoon.,Neutral,2025-04-06
REV1256,VWR1262,MOV037,5,Will definitely watch again.,Positive,2025-03-05
REV1257,VWR1291,MOV047,5,An absolute masterpiece.,Positive,2025-06-02
REV1258,VWR1022,MOV033,2,Waste of time.,Negative,2025-07-19
REV1259,VWR0450,MOV030,5,Strong pacing and high production quality.,Positive,2025-05-21
REV1260,VWR0356,MOV031,2,Very disappointing.,Negative,2025-09-16
REV1261,VWR1322,MOV044,2,Very disappointing.,Negative,2025-03-14
REV1262,VWR1168,MOV020,4,An absolute masterpiece.,Positive,2025-11-12
REV1263,VWR0238,MOV030,1,Terrible plot and awful acting.,Negative,2025-03-28
REV1264,VWR0762,MOV008,3,Decent watch for a Sunday afternoon.,Neutral,2025-01-11
REV1265,VWR0005,MOV006,4,Loved the character development.,Positive,2025-02-24
REV1266,VWR0909,MOV005,5,Will definitely watch again.,Positive,2025-07-06
REV1267,VWR0718,MOV007,5,Will definitely watch again.,Positive,2025-08-03
REV1268,VWR0390,MOV050,5,An absolute masterpiece.,Positive,2025-09-28
REV1269,VWR0500,MOV060,2,Could not finish it.,Negative,2025-01-24
REV1270,VWR0063,MOV010,5,Will definitely watch again.,Positive,2025-08-24
REV1271,VWR0835,MOV050,5,Strong pacing and high production quality.,Positive,2025-09-18
REV1272,VWR0276,MOV004,1,Waste of time.,Negative,2025-12-24
REV1273,VWR0554,MOV008,4,Strong pacing and high production quality.,Positive,2025-05-27
REV1274,VWR0141,MOV012,4,Will definitely watch again.,Positive,2025-03-26
REV1275,VWR0725,MOV019,5,Strong pacing and high production quality.,Positive,2025-12-06
REV1276,VWR0493,MOV028,5,Loved the character development.,Positive,2025-08-10
REV1277,VWR0633,MOV016,5,Incredible visual effects.,Positive,2025-03-31
REV1278,VWR0523,MOV006,3,Pacing felt a bit slow.,Neutral,2025-04-13
REV1279,VWR0570,MOV037,1,Expected much better.,Negative,2025-02-12
REV1280,VWR0458,MOV037,1,Very disappointing.,Negative,2025-03-23
REV1281,VWR0094,MOV001,5,An absolute masterpiece.,Positive,2025-11-26
REV1282,VWR1356,MOV040,1,Very disappointing.,Negative,2025-11-15
REV1283,VWR0108,MOV007,4,Loved the character development.,Positive,2025-11-15
REV1284,VWR0398,MOV057,5,Strong pacing and high production quality.,Positive,2025-04-15
REV1285,VWR0792,MOV057,5,Incredible visual effects.,Positive,2025-09-11
REV1286,VWR0928,MOV054,4,Incredible visual effects.,Positive,2025-10-27
REV1287,VWR0439,MOV033,5,Loved the character development.,Positive,2025-03-02
REV1288,VWR1210,MOV010,3,Decent watch for a Sunday afternoon.,Neutral,2025-07-25
REV1289,VWR1226,MOV022,1,Terrible plot and awful acting.,Negative,2025-02-10
REV1290,VWR0372,MOV018,4,Will definitely watch again.,Positive,2025-12-17
REV1291,VWR0587,MOV040,1,Could not finish it.,Negative,2025-01-21
REV1292,VWR1067,MOV042,4,Strong pacing and high production quality.,Positive,2025-02-23
REV1293,VWR0662,MOV027,5,Incredible visual effects.,Positive,2025-06-20
REV1294,VWR0133,MOV023,1,Very disappointing.,Negative,2025-11-10
REV1295,VWR0676,MOV002,4,Incredible visual effects.,Positive,2025-07-26
REV1296,VWR0425,MOV046,3,"It was okay, not great.",Neutral,2025-05-24
REV1297,VWR0025,MOV035,3,"It was okay, not great.",Neutral,2025-05-12
REV1298,VWR1235,MOV010,5,Will definitely watch again.,Positive,2025-02-17
REV1299,VWR0021,MOV052,5,Strong pacing and high production quality.,Positive,2025-06-09
REV1300,VWR0415,MOV042,4,Incredible visual effects.,Positive,2025-01-14
REV1301,VWR1049,MOV054,3,Pacing felt a bit slow.,Neutral,2025-06-16
REV1302,VWR0764,MOV020,5,Incredible visual effects.,Positive,2025-07-31
REV1303,VWR0373,MOV054,4,Will definitely watch again.,Positive,2025-05-04
REV1304,VWR0377,MOV012,4,An absolute masterpiece.,Positive,2025-12-13
REV1305,VWR0940,MOV052,4,Loved the character development.,Positive,2025-03-31
REV1306,VWR1137,MOV033,4,Incredible visual effects.,Positive,2025-10-22
REV1307,VWR0583,MOV011,1,Very disappointing.,Negative,2025-03-24
REV1308,VWR0216,MOV045,5,Incredible visual effects.,Positive,2025-03-04
REV1309,VWR0892,MOV033,3,Decent watch for a Sunday afternoon.,Neutral,2025-05-02
REV1310,VWR1427,MOV015,5,Strong pacing and high production quality.,Positive,2025-10-25
REV1311,VWR0611,MOV031,1,Terrible plot and awful acting.,Negative,2025-01-05
REV1312,VWR0124,MOV059,3,Decent watch for a Sunday afternoon.,Neutral,2025-12-25
REV1313,VWR0554,MOV011,4,Incredible visual effects.,Positive,2025-06-21
REV1314,VWR0205,MOV040,4,Incredible visual effects.,Positive,2025-03-28
REV1315,VWR0932,MOV020,4,Incredible visual effects.,Positive,2025-01-02
REV1316,VWR0904,MOV057,4,Loved the character development.,Positive,2025-05-31
REV1317,VWR0567,MOV058,3,Decent watch for a Sunday afternoon.,Neutral,2025-09-11
REV1318,VWR1175,MOV040,4,Strong pacing and high production quality.,Positive,2025-10-06
REV1319,VWR0810,MOV042,3,"Nothing special, but not bad.",Neutral,2025-11-21
REV1320,VWR0934,MOV032,5,Strong pacing and high production quality.,Positive,2025-09-01
REV1321,VWR0761,MOV054,5,Strong pacing and high production quality.,Positive,2025-06-01
REV1322,VWR0596,MOV029,5,Loved the character development.,Positive,2025-10-30
REV1323,VWR0666,MOV024,3,Average movie experience.,Neutral,2025-10-18
REV1324,VWR0536,MOV018,5,Incredible visual effects.,Positive,2025-08-31
REV1325,VWR0778,MOV010,4,Strong pacing and high production quality.,Positive,2025-09-05
REV1326,VWR1099,MOV040,4,Incredible visual effects.,Positive,2025-10-05
REV1327,VWR0037,MOV047,3,"It was okay, not great.",Neutral,2025-07-25
REV1328,VWR0157,MOV040,2,Terrible plot and awful acting.,Negative,2025-03-14
REV1329,VWR1316,MOV026,2,Expected much better.,Negative,2025-12-19
REV1330,VWR0682,MOV005,1,Expected much better.,Negative,2025-02-09
REV1331,VWR1251,MOV005,2,Very disappointing.,Negative,2025-03-02
REV1332,VWR0291,MOV033,1,Could not finish it.,Negative,2025-05-24
REV1333,VWR0610,MOV037,2,Expected much better.,Negative,2025-10-24
REV1334,VWR1433,MOV043,5,Will definitely watch again.,Positive,2025-08-21
REV1335,VWR0989,MOV055,5,An absolute masterpiece.,Positive,2025-06-11
REV1336,VWR1413,MOV029,1,Terrible plot and awful acting.,Negative,2025-04-27
REV1337,VWR0562,MOV014,4,Loved the character development.,Positive,2025-05-23
REV1338,VWR0470,MOV025,2,Could not finish it.,Negative,2025-06-07
REV1339,VWR0916,MOV003,1,Terrible plot and awful acting.,Negative,2025-05-10
REV1340,VWR0007,MOV057,3,Decent watch for a Sunday afternoon.,Neutral,2025-10-16
REV1341,VWR1267,MOV002,3,Decent watch for a Sunday afternoon.,Neutral,2025-02-08
REV1342,VWR0016,MOV059,2,Terrible plot and awful acting.,Negative,2025-01-30
REV1343,VWR0529,MOV014,5,Will definitely watch again.,Positive,2025-08-18
REV1344,VWR0332,MOV059,4,Will definitely watch again.,Positive,2025-06-03
REV1345,VWR0544,MOV046,2,Could not finish it.,Negative,2025-11-05
REV1346,VWR0107,MOV009,2,Expected much better.,Negative,2025-03-09
REV1347,VWR0749,MOV018,5,Will definitely watch again.,Positive,2025-11-19
REV1348,VWR0907,MOV028,5,An absolute masterpiece.,Positive,2025-08-06
REV1349,VWR0307,MOV007,2,Terrible plot and awful acting.,Negative,2025-10-27
REV1350,VWR1500,MOV028,5,Loved the character development.,Positive,2025-12-20
REV1351,VWR1078,MOV050,4,Will definitely watch again.,Positive,2025-05-07
REV1352,VWR0877,MOV025,2,Expected much better.,Negative,2025-02-10
REV1353,VWR0042,MOV008,5,Incredible visual effects.,Positive,2025-05-01
REV1354,VWR0784,MOV009,3,"Nothing special, but not bad.",Neutral,2025-08-13
REV1355,VWR0971,MOV031,4,Strong pacing and high production quality.,Positive,2025-12-06
REV1356,VWR0212,MOV023,1,Could not finish it.,Negative,2025-01-27
REV1357,VWR0246,MOV038,1,Expected much better.,Negative,2025-04-08
REV1358,VWR1416,MOV028,5,An absolute masterpiece.,Positive,2025-03-10
REV1359,VWR1255,MOV005,2,Could not finish it.,Negative,2025-10-22
REV1360,VWR1208,MOV046,3,"Nothing special, but not bad.",Neutral,2025-04-18
REV1361,VWR0038,MOV029,4,An absolute masterpiece.,Positive,2025-05-18
REV1362,VWR0537,MOV006,2,Could not finish it.,Negative,2025-09-14
REV1363,VWR1450,MOV012,4,Strong pacing and high production quality.,Positive,2025-03-07
REV1364,VWR0340,MOV040,3,"Nothing special, but not bad.",Neutral,2025-07-04
REV1365,VWR0913,MOV026,2,Terrible plot and awful acting.,Negative,2025-09-05
REV1366,VWR0778,MOV038,1,Could not finish it.,Negative,2025-06-06
REV1367,VWR1327,MOV036,2,Very disappointing.,Negative,2025-01-19
REV1368,VWR0999,MOV003,2,Expected much better.,Negative,2025-06-18
REV1369,VWR0381,MOV051,3,Average movie experience.,Neutral,2025-12-12
REV1370,VWR1388,MOV039,1,Expected much better.,Negative,2025-12-31
REV1371,VWR1500,MOV005,1,Waste of time.,Negative,2025-04-24
REV1372,VWR0119,MOV036,2,Waste of time.,Negative,2025-11-03
REV1373,VWR1059,MOV056,1,Waste of time.,Negative,2025-02-01
REV1374,VWR0796,MOV034,2,Terrible plot and awful acting.,Negative,2025-02-02
REV1375,VWR0850,MOV049,2,Very disappointing.,Negative,2025-06-19
REV1376,VWR0477,MOV029,3,"Nothing special, but not bad.",Neutral,2025-02-10
REV1377,VWR1209,MOV004,4,Will definitely watch again.,Positive,2025-05-08
REV1378,VWR1370,MOV014,2,Waste of time.,Negative,2025-09-05
REV1379,VWR0811,MOV045,3,"Nothing special, but not bad.",Neutral,2025-05-12
REV1380,VWR0643,MOV034,4,An absolute masterpiece.,Positive,2025-04-07
REV1381,VWR1137,MOV009,1,Waste of time.,Negative,2025-10-21
REV1382,VWR0424,MOV007,5,Will definitely watch again.,Positive,2025-01-20
REV1383,VWR0646,MOV059,1,Very disappointing.,Negative,2025-11-30
REV1384,VWR0183,MOV028,4,Will definitely watch again.,Positive,2025-12-06
REV1385,VWR1027,MOV019,3,"Nothing special, but not bad.",Neutral,2025-11-02
REV1386,VWR0243,MOV018,2,Waste of time.,Negative,2025-10-26
REV1387,VWR0904,MOV018,4,Will definitely watch again.,Positive,2025-12-21
REV1388,VWR0957,MOV012,4,Loved the character development.,Positive,2025-04-12
REV1389,VWR1243,MOV025,2,Waste of time.,Negative,2025-06-24
REV1390,VWR0436,MOV002,1,Very disappointing.,Negative,2025-08-24
REV1391,VWR1121,MOV053,1,Expected much better.,Negative,2025-05-11
REV1392,VWR0917,MOV003,2,Waste of time.,Negative,2025-10-10
REV1393,VWR0424,MOV059,5,Incredible visual effects.,Positive,2025-11-26
REV1394,VWR0804,MOV047,5,Incredible visual effects.,Positive,2025-07-09
REV1395,VWR0880,MOV031,4,Loved the character development.,Positive,2025-05-20
REV1396,VWR1152,MOV027,1,Terrible plot and awful acting.,Negative,2025-12-09
REV1397,VWR1168,MOV053,3,"Nothing special, but not bad.",Neutral,2025-10-11
REV1398,VWR1206,MOV023,1,Waste of time.,Negative,2025-02-27
REV1399,VWR0698,MOV008,1,Waste of time.,Negative,2025-12-16
REV1400,VWR0185,MOV054,3,"Nothing special, but not bad.",Neutral,2025-04-12
REV1401,VWR1461,MOV053,4,Strong pacing and high production quality.,Positive,2025-03-22
REV1402,VWR0015,MOV047,5,Incredible visual effects.,Positive,2025-01-19
REV1403,VWR0483,MOV054,3,Decent watch for a Sunday afternoon.,Neutral,2025-04-04
REV1404,VWR0523,MOV032,2,Terrible plot and awful acting.,Negative,2025-02-25
REV1405,VWR0629,MOV003,5,Strong pacing and high production quality.,Positive,2025-06-23
REV1406,VWR1127,MOV042,4,Incredible visual effects.,Positive,2025-01-19
REV1407,VWR0287,MOV001,2,Could not finish it.,Negative,2025-02-10
REV1408,VWR0418,MOV019,2,Very disappointing.,Negative,2025-02-12
REV1409,VWR0497,MOV042,5,Incredible visual effects.,Positive,2025-04-29
REV1410,VWR1127,MOV034,2,Expected much better.,Negative,2025-08-25
REV1411,VWR1185,MOV012,5,Will definitely watch again.,Positive,2025-03-31
REV1412,VWR1079,MOV028,1,Terrible plot and awful acting.,Negative,2025-11-09
REV1413,VWR0802,MOV059,2,Expected much better.,Negative,2025-02-25
REV1414,VWR1230,MOV002,5,Will definitely watch again.,Positive,2025-07-26
REV1415,VWR1258,MOV034,5,Strong pacing and high production quality.,Positive,2025-08-31
REV1416,VWR0254,MOV024,3,"Nothing special, but not bad.",Neutral,2025-09-08
REV1417,VWR0547,MOV007,4,Incredible visual effects.,Positive,2025-12-26
REV1418,VWR1178,MOV011,5,An absolute masterpiece.,Positive,2025-12-09
REV1419,VWR0790,MOV005,2,Very disappointing.,Negative,2025-01-12
REV1420,VWR1331,MOV033,5,Incredible visual effects.,Positive,2025-10-05
REV1421,VWR0543,MOV052,3,"Nothing special, but not bad.",Neutral,2025-05-30
REV1422,VWR0217,MOV024,5,Loved the character development.,Positive,2025-10-12
REV1423,VWR0816,MOV032,3,Decent watch for a Sunday afternoon.,Neutral,2025-06-24
REV1424,VWR1267,MOV005,5,An absolute masterpiece.,Positive,2025-08-16
REV1425,VWR0797,MOV029,5,Will definitely watch again.,Positive,2025-03-07
REV1426,VWR0704,MOV034,3,"It was okay, not great.",Neutral,2025-08-11
REV1427,VWR0979,MOV057,1,Expected much better.,Negative,2025-03-15
REV1428,VWR1415,MOV021,5,Will definitely watch again.,Positive,2025-03-09
REV1429,VWR1180,MOV002,3,Average movie experience.,Neutral,2025-07-03
REV1430,VWR0320,MOV015,4,Will definitely watch again.,Positive,2025-04-10
REV1431,VWR1123,MOV020,5,Incredible visual effects.,Positive,2025-05-14
REV1432,VWR0642,MOV054,1,Terrible plot and awful acting.,Negative,2025-10-07
REV1433,VWR1071,MOV052,4,Strong pacing and high production quality.,Positive,2025-06-14
REV1434,VWR0187,MOV010,4,Will definitely watch again.,Positive,2025-08-13
REV1435,VWR1044,MOV014,4,Incredible visual effects.,Positive,2025-08-22
REV1436,VWR0761,MOV040,4,An absolute masterpiece.,Positive,2025-07-15
REV1437,VWR1103,MOV040,4,Will definitely watch again.,Positive,2025-01-22
REV1438,VWR0822,MOV005,3,Decent watch for a Sunday afternoon.,Neutral,2025-04-12
REV1439,VWR0095,MOV031,2,Very disappointing.,Negative,2025-04-27
REV1440,VWR0158,MOV006,1,Expected much better.,Negative,2025-05-27
REV1441,VWR1185,MOV005,1,Very disappointing.,Negative,2025-12-07
REV1442,VWR1268,MOV003,5,Loved the character development.,Positive,2025-02-14
REV1443,VWR1389,MOV022,4,Incredible visual effects.,Positive,2025-03-09
REV1444,VWR0084,MOV019,2,Waste of time.,Negative,2025-06-30
REV1445,VWR0301,MOV043,4,An absolute masterpiece.,Positive,2025-05-18
REV1446,VWR0733,MOV010,1,Waste of time.,Negative,2025-11-14
REV1447,VWR1204,MOV008,4,Strong pacing and high production quality.,Positive,2025-11-25
REV1448,VWR0925,MOV046,1,Very disappointing.,Negative,2025-10-12
REV1449,VWR0879,MOV055,5,Loved the character development.,Positive,2025-02-15
REV1450,VWR1438,MOV055,2,Expected much better.,Negative,2025-04-17
REV1451,VWR1153,MOV030,1,Very disappointing.,Negative,2025-04-23
REV1452,VWR0621,MOV044,5,Strong pacing and high production quality.,Positive,2025-04-10
REV1453,VWR0427,MOV028,1,Could not finish it.,Negative,2025-12-10
REV1454,VWR0993,MOV043,5,Incredible visual effects.,Positive,2025-03-28
REV1455,VWR0955,MOV006,2,Waste of time.,Negative,2025-03-26
REV1456,VWR0431,MOV003,3,"It was okay, not great.",Neutral,2025-10-01
REV1457,VWR1242,MOV058,3,Average movie experience.,Neutral,2025-03-27
REV1458,VWR1413,MOV029,2,Waste of time.,Negative,2025-01-31
REV1459,VWR0956,MOV055,3,Pacing felt a bit slow.,Neutral,2025-03-09
REV1460,VWR1172,MOV059,4,Loved the character development.,Positive,2025-02-22
REV1461,VWR0567,MOV031,1,Waste of time.,Negative,2025-08-03
REV1462,VWR0026,MOV035,2,Waste of time.,Negative,2025-03-31
REV1463,VWR1408,MOV059,3,Average movie experience.,Neutral,2025-10-04
REV1464,VWR0110,MOV051,1,Very disappointing.,Negative,2025-06-10
REV1465,VWR1116,MOV021,5,Loved the character development.,Positive,2025-07-02
REV1466,VWR0344,MOV011,5,Will definitely watch again.,Positive,2025-01-22
REV1467,VWR0669,MOV057,3,Decent watch for a Sunday afternoon.,Neutral,2025-11-25
REV1468,VWR1087,MOV032,5,Will definitely watch again.,Positive,2025-05-23
REV1469,VWR0045,MOV056,3,Average movie experience.,Neutral,2025-08-08
REV1470,VWR1432,MOV056,3,"It was okay, not great.",Neutral,2025-04-26
REV1471,VWR1361,MOV046,5,Loved the character development.,Positive,2025-08-30
REV1472,VWR1120,MOV024,3,Pacing felt a bit slow.,Neutral,2025-10-05
REV1473,VWR0477,MOV057,5,An absolute masterpiece.,Positive,2025-03-17
REV1474,VWR1424,MOV003,2,Could not finish it.,Negative,2025-02-26
REV1475,VWR0486,MOV059,4,Incredible visual effects.,Positive,2025-05-03
REV1476,VWR0650,MOV015,2,Expected much better.,Negative,2025-10-24
REV1477,VWR1414,MOV057,1,Expected much better.,Negative,2025-07-06
REV1478,VWR0805,MOV036,2,Could not finish it.,Negative,2025-01-15
REV1479,VWR1130,MOV048,3,Average movie experience.,Neutral,2025-05-01
REV1480,VWR0781,MOV008,1,Expected much better.,Negative,2025-01-18
REV1481,VWR0686,MOV006,4,Strong pacing and high production quality.,Positive,2025-05-25
REV1482,VWR1250,MOV055,5,Incredible visual effects.,Positive,2025-01-20
REV1483,VWR1121,MOV011,2,Very disappointing.,Negative,2025-04-26
REV1484,VWR0498,MOV038,1,Could not finish it.,Negative,2025-09-13
REV1485,VWR0283,MOV031,4,Incredible visual effects.,Positive,2025-01-02
REV1486,VWR1481,MOV057,3,Average movie experience.,Neutral,2025-01-14
REV1487,VWR0578,MOV034,3,Average movie experience.,Neutral,2025-08-15
REV1488,VWR1152,MOV056,4,Strong pacing and high production quality.,Positive,2025-05-15
REV1489,VWR0401,MOV046,5,Strong pacing and high production quality.,Positive,2025-07-05
REV1490,VWR1347,MOV003,2,Very disappointing.,Negative,2025-08-12
REV1491,VWR1045,MOV004,4,Incredible visual effects.,Positive,2025-04-18
REV1492,VWR0799,MOV044,2,Very disappointing.,Negative,2025-07-05
REV1493,VWR0156,MOV020,2,Expected much better.,Negative,2025-04-11
REV1494,VWR1151,MOV052,2,Terrible plot and awful acting.,Negative,2025-09-16
REV1495,VWR0082,MOV039,4,Incredible visual effects.,Positive,2025-08-04
REV1496,VWR0270,MOV013,2,Could not finish it.,Negative,2025-02-18
REV1497,VWR0172,MOV003,5,Incredible visual effects.,Positive,2025-06-16
REV1498,VWR0695,MOV056,4,Will definitely watch again.,Positive,2025-12-09
REV1499,VWR0978,MOV036,1,Very disappointing.,Negative,2025-04-17
REV1500,VWR1471,MOV031,4,Loved the character development.,Positive,2025-02-27
REV1501,VWR1243,MOV059,1,Expected much better.,Negative,2025-05-09
REV1502,VWR1071,MOV055,1,Could not finish it.,Negative,2025-07-30
REV1503,VWR0726,MOV006,2,Very disappointing.,Negative,2025-07-29
REV1504,VWR0844,MOV051,4,Will definitely watch again.,Positive,2025-02-26
REV1505,VWR1321,MOV002,5,Incredible visual effects.,Positive,2025-04-03
REV1506,VWR0837,MOV052,5,Will definitely watch again.,Positive,2025-07-13
REV1507,VWR0570,MOV017,3,Pacing felt a bit slow.,Neutral,2025-06-05
REV1508,VWR0563,MOV015,4,An absolute masterpiece.,Positive,2025-10-12
REV1509,VWR0949,MOV039,4,An absolute masterpiece.,Positive,2025-01-30
REV1510,VWR1344,MOV037,4,Incredible visual effects.,Positive,2025-12-16
REV1511,VWR0256,MOV048,2,Very disappointing.,Negative,2025-07-11
REV1512,VWR1337,MOV003,5,Will definitely watch again.,Positive,2025-09-11
REV1513,VWR1298,MOV007,4,Strong pacing and high production quality.,Positive,2025-08-30
REV1514,VWR1168,MOV011,2,Terrible plot and awful acting.,Negative,2025-05-23
REV1515,VWR1277,MOV030,2,Waste of time.,Negative,2025-06-03
REV1516,VWR1166,MOV028,2,Terrible plot and awful acting.,Negative,2025-09-10
REV1517,VWR0273,MOV027,4,Incredible visual effects.,Positive,2025-03-04
REV1518,VWR1486,MOV059,4,Loved the character development.,Positive,2025-07-24
REV1519,VWR0095,MOV019,4,Will definitely watch again.,Positive,2025-10-23
REV1520,VWR1141,MOV041,2,Waste of time.,Negative,2025-04-03
REV1521,VWR0429,MOV007,2,Waste of time.,Negative,2025-05-19
REV1522,VWR1343,MOV039,4,An absolute masterpiece.,Positive,2025-03-22
REV1523,VWR0268,MOV018,5,Loved the character development.,Positive,2025-07-08
REV1524,VWR0091,MOV059,4,Strong pacing and high production quality.,Positive,2025-11-05
REV1525,VWR0605,MOV027,1,Waste of time.,Negative,2025-05-09
REV1526,VWR0338,MOV010,3,Pacing felt a bit slow.,Neutral,2025-12-16
REV1527,VWR0306,MOV042,1,Terrible plot and awful acting.,Negative,2025-12-25
REV1528,VWR0626,MOV042,2,Waste of time.,Negative,2025-10-06
REV1529,VWR0667,MOV003,5,Strong pacing and high production quality.,Positive,2025-03-12
REV1530,VWR0325,MOV001,1,Waste of time.,Negative,2025-11-19
REV1531,VWR0097,MOV029,2,Terrible plot and awful acting.,Negative,2025-08-06
REV1532,VWR1319,MOV017,1,Very disappointing.,Negative,2025-09-07
REV1533,VWR1307,MOV019,2,Could not finish it.,Negative,2025-10-18
REV1534,VWR0281,MOV005,3,Average movie experience.,Neutral,2025-01-15
REV1535,VWR0781,MOV038,4,An absolute masterpiece.,Positive,2025-07-28
REV1536,VWR0599,MOV033,4,Will definitely watch again.,Positive,2025-12-27
REV1537,VWR0499,MOV032,1,Waste of time.,Negative,2025-06-18
REV1538,VWR0739,MOV043,2,Expected much better.,Negative,2025-09-13
REV1539,VWR0083,MOV006,2,Very disappointing.,Negative,2025-12-28
REV1540,VWR0846,MOV038,5,Will definitely watch again.,Positive,2025-07-09
REV1541,VWR0646,MOV043,3,Decent watch for a Sunday afternoon.,Neutral,2025-08-18
REV1542,VWR1292,MOV056,4,Incredible visual effects.,Positive,2025-08-30
REV1543,VWR0342,MOV039,3,"It was okay, not great.",Neutral,2025-01-17
REV1544,VWR1156,MOV058,3,Decent watch for a Sunday afternoon.,Neutral,2025-06-13
REV1545,VWR0389,MOV057,4,Loved the character development.,Positive,2025-08-12
REV1546,VWR1117,MOV045,5,Strong pacing and high production quality.,Positive,2025-05-30
REV1547,VWR1391,MOV039,4,Loved the character development.,Positive,2025-06-26
REV1548,VWR0607,MOV024,4,Incredible visual effects.,Positive,2025-02-26
REV1549,VWR1287,MOV028,1,Could not finish it.,Negative,2025-07-04
REV1550,VWR1420,MOV006,5,Incredible visual effects.,Positive,2025-05-07
REV1551,VWR0337,MOV004,4,An absolute masterpiece.,Positive,2025-04-02
REV1552,VWR0508,MOV015,2,Expected much better.,Negative,2025-09-03
REV1553,VWR0405,MOV049,1,Could not finish it.,Negative,2025-04-20
REV1554,VWR0021,MOV018,1,Waste of time.,Negative,2025-09-03
REV1555,VWR0281,MOV045,2,Terrible plot and awful acting.,Negative,2025-05-07
REV1556,VWR0218,MOV059,1,Expected much better.,Negative,2025-07-17
REV1557,VWR1013,MOV058,3,Average movie experience.,Neutral,2025-06-21
REV1558,VWR0534,MOV038,1,Terrible plot and awful acting.,Negative,2025-05-09
REV1559,VWR0074,MOV045,4,Incredible visual effects.,Positive,2025-02-27
REV1560,VWR0627,MOV036,1,Very disappointing.,Negative,2025-11-02
REV1561,VWR1429,MOV054,1,Waste of time.,Negative,2025-07-14
REV1562,VWR0394,MOV055,3,Pacing felt a bit slow.,Neutral,2025-12-17
REV1563,VWR1294,MOV033,4,Loved the character development.,Positive,2025-07-03
REV1564,VWR1265,MOV003,1,Waste of time.,Negative,2025-04-24
REV1565,VWR0585,MOV004,2,Waste of time.,Negative,2025-05-15
REV1566,VWR1159,MOV048,2,Waste of time.,Negative,2025-08-14
REV1567,VWR0142,MOV042,4,Loved the character development.,Positive,2025-02-06
REV1568,VWR0110,MOV047,1,Terrible plot and awful acting.,Negative,2025-10-19
REV1569,VWR0735,MOV043,4,An absolute masterpiece.,Positive,2025-02-23
REV1570,VWR0813,MOV015,2,Expected much better.,Negative,2025-08-19
REV1571,VWR1325,MOV010,4,Incredible visual effects.,Positive,2025-01-18
REV1572,VWR1458,MOV020,5,Loved the character development.,Positive,2025-11-18
REV1573,VWR1406,MOV024,4,Loved the character development.,Positive,2025-04-12
REV1574,VWR1160,MOV049,5,An absolute masterpiece.,Positive,2025-10-14
REV1575,VWR0825,MOV014,2,Waste of time.,Negative,2025-10-22
REV1576,VWR1006,MOV048,4,Strong pacing and high production quality.,Positive,2025-05-30
REV1577,VWR0117,MOV012,2,Waste of time.,Negative,2025-08-17
REV1578,VWR1237,MOV058,2,Expected much better.,Negative,2025-11-27
REV1579,VWR0792,MOV057,3,Pacing felt a bit slow.,Neutral,2025-07-14
REV1580,VWR0697,MOV017,1,Expected much better.,Negative,2025-04-16
REV1581,VWR0287,MOV005,5,An absolute masterpiece.,Positive,2025-06-20
REV1582,VWR1342,MOV057,3,"Nothing special, but not bad.",Neutral,2025-09-22
REV1583,VWR1277,MOV014,2,Expected much better.,Negative,2025-11-27
REV1584,VWR1435,MOV040,2,Waste of time.,Negative,2025-03-16
REV1585,VWR1153,MOV044,3,Pacing felt a bit slow.,Neutral,2025-05-22
REV1586,VWR0506,MOV037,4,Incredible visual effects.,Positive,2025-10-13
REV1587,VWR0841,MOV012,4,Strong pacing and high production quality.,Positive,2025-01-09
REV1588,VWR0406,MOV053,1,Very disappointing.,Negative,2025-03-23
REV1589,VWR0346,MOV038,5,Incredible visual effects.,Positive,2025-11-26
REV1590,VWR0594,MOV033,5,An absolute masterpiece.,Positive,2025-07-23
REV1591,VWR0731,MOV030,4,Incredible visual effects.,Positive,2025-11-16
REV1592,VWR0713,MOV030,3,"Nothing special, but not bad.",Neutral,2025-06-19
REV1593,VWR0800,MOV045,3,"Nothing special, but not bad.",Neutral,2025-01-17
REV1594,VWR0568,MOV011,4,An absolute masterpiece.,Positive,2025-11-11
REV1595,VWR1157,MOV040,5,Loved the character development.,Positive,2025-04-14
REV1596,VWR0047,MOV032,1,Waste of time.,Negative,2025-04-13
REV1597,VWR0962,MOV058,3,Decent watch for a Sunday afternoon.,Neutral,2025-04-25
REV1598,VWR0417,MOV008,5,Will definitely watch again.,Positive,2025-11-20
REV1599,VWR0193,MOV041,2,Expected much better.,Negative,2025-03-15
REV1600,VWR0408,MOV043,5,Strong pacing and high production quality.,Positive,2025-10-11
REV1601,VWR0862,MOV036,5,Strong pacing and high production quality.,Positive,2025-09-16
REV1602,VWR1402,MOV001,5,Will definitely watch again.,Positive,2025-06-05
REV1603,VWR0685,MOV039,2,Waste of time.,Negative,2025-02-07
